09:29:59,15.99
09:30:06,15.98
09:30:06,15.96
09:30:08,15.95
09:30:09,15.96
09:30:13,15.95
09:30:40,15.93
09:30:41,15.95
09:30:42,15.93
09:30:53,15.91
09:31:15,15.92
09:31:19,15.93
09:31:20,15.94
09:31:36,15.93
09:31:51,15.91
09:32:19,15.92
09:32:28,15.91
09:32:40,15.87
09:32:40,15.86
09:32:41,15.87
09:32:41,15.88
09:32:54,15.86
09:33:00,15.85
09:33:00,15.86
09:33:06,15.87
09:33:19,15.86
09:33:20,15.82
09:33:46,15.84
09:33:46,15.86
09:34:33,15.9
09:35:06,15.91
09:35:08,15.9
09:35:09,15.88
09:35:19,15.89
09:35:22,15.91
09:35:28,15.9
09:35:29,15.91
09:35:36,15.9
09:35:38,15.89
09:35:58,15.91
09:35:58,15.9
09:35:59,15.91
09:36:00,15.9
09:36:19,15.89
09:36:30,15.88
09:36:36,15.89
09:36:36,15.9
09:36:44,15.91
09:37:09,15.9
09:37:11,15.91
09:37:16,15.89
09:37:17,15.88
09:37:46,15.87
09:38:03,15.88
09:38:07,15.89
09:38:19,15.87
09:38:26,15.88
09:39:32,15.89
09:39:44,15.88
09:39:53,15.89
09:40:03,15.87
09:40:23,15.88
09:40:34,15.87
09:40:57,15.86
09:41:02,15.87
09:41:12,15.88
09:41:44,15.89
09:41:51,15.88
09:42:14,15.87
09:42:19,15.88
09:42:33,15.87
09:43:48,15.88
09:43:50,15.87
09:44:03,15.86
09:44:06,15.87
09:44:06,15.88
09:44:07,15.9
09:44:26,15.92
09:44:29,15.91
09:45:16,15.9
09:45:21,15.89
09:46:04,15.9
09:46:17,15.91
09:46:26,15.92
09:46:38,15.94
09:47:27,15.92
09:47:30,15.91
09:47:46,15.92
09:47:55,15.93
09:47:56,15.94
09:48:32,15.93
09:49:12,15.91
09:49:39,15.9
09:49:46,15.91
09:50:04,15.9
09:50:14,15.91
09:50:15,15.9
09:50:24,15.91
09:50:27,15.9
09:50:45,15.91
09:51:51,15.92
09:52:43,15.91
09:53:19,15.9
09:53:40,15.92
09:54:19,15.91
09:54:31,15.9
09:56:20,15.89
09:57:21,15.9
09:57:23,15.91
09:57:30,15.92
09:57:30,15.91
09:58:20,15.9
09:58:32,15.89
09:58:51,15.9
09:59:50,15.91
09:59:51,15.9
09:59:53,15.91
10:00:15,15.9
10:00:19,15.91
10:01:09,15.92
10:01:10,15.91
10:01:15,15.92
10:01:22,15.91
10:02:40,15.9
10:02:51,15.89
10:03:29,15.88
10:03:44,15.87
10:03:49,15.86
10:04:28,15.84
10:04:28,15.85
10:04:29,15.84
10:04:32,15.85
10:04:50,15.86
10:05:12,15.85
10:05:44,15.84
