08:55:43,61.03
09:30:13,60.97
09:30:15,60.72
09:30:30,60.85
09:30:31,60.8
09:30:41,60.86
09:30:45,60.91
09:30:47,60.92
09:30:48,60.88
09:31:02,60.95
09:31:03,60.94
09:31:06,60.93
09:31:07,60.9
09:31:07,60.85
09:31:08,60.84
09:31:11,60.89
09:31:58,60.85
09:32:28,60.87
09:32:48,60.91
09:33:19,60.89
09:33:24,60.87
09:33:31,60.86
09:33:32,60.83
09:34:16,60.84
09:34:29,60.83
09:34:35,60.86
09:34:48,60.83
09:35:21,60.76
09:35:32,60.77
09:35:33,60.73
09:35:36,60.7
09:35:44,60.78
09:35:45,60.76
09:35:51,60.79
09:35:55,60.83
09:35:56,60.82
09:35:58,60.83
09:36:00,60.84
09:36:05,60.86
09:36:09,60.84
09:36:11,60.83
09:36:16,60.82
09:36:17,60.84
09:36:26,60.85
09:36:28,60.84
09:36:38,60.85
09:36:41,60.86
09:36:56,60.88
09:37:08,60.89
09:37:09,60.91
09:37:12,60.92
09:37:31,60.9
09:37:31,60.91
09:37:40,60.92
09:37:49,60.94
09:38:10,60.91
09:38:18,60.9
09:38:39,60.89
09:38:42,60.92
09:38:58,60.93
09:39:08,60.94
09:39:11,60.95
09:39:12,60.94
09:39:13,60.95
09:39:18,60.96
09:39:27,60.94
09:39:33,60.92
09:39:37,60.91
09:39:37,60.92
09:39:47,60.94
09:40:06,60.93
09:40:07,60.95
09:40:24,60.96
09:40:24,60.98
09:40:38,60.96
09:40:49,60.95
09:40:52,60.94
09:40:53,60.92
09:40:58,60.91
09:41:05,60.94
09:41:28,60.95
09:41:29,60.96
09:41:42,60.97
09:42:03,60.98
09:42:10,60.99
09:42:13,60.96
09:42:14,60.93
09:42:46,60.92
09:42:56,60.96
09:42:58,60.97
09:43:00,60.98
09:43:01,61
09:43:02,60.97
09:43:05,60.98
09:43:15,60.96
09:43:35,60.95
09:43:35,60.97
09:43:44,60.98
09:44:02,61
09:44:03,60.99
09:44:30,61.02
09:44:31,61
09:44:37,61.01
09:44:43,61.02
09:44:46,61.01
09:44:53,60.98
09:44:54,61
09:44:54,60.98
09:45:09,60.96
09:45:09,60.97
09:45:11,60.96
09:45:13,60.94
09:45:14,60.95
09:45:17,60.92
09:45:29,60.89
09:45:38,60.87
09:45:40,60.86
09:45:58,60.84
09:45:59,60.85
